objectid,originalid,projectcode,stationcode,stationdesc,sampledate,evaluator,determination,determinationcomments,channeltype,structurewidth,structureshape,structureshapecomments,rightsideofstructure,rightvegetation,rightsidecomments,leftsideofstructure,leftvegetation,leftsidecomments,bottom,bottomcomments,vegetation,lowflowpresence,lowflowwidth,gradecontrolpresence,gradecontrollocation,gradecontrolcomments,channelmodcomments,lastchangedate,latitude,longitude,record_timestamp,app_timestamp,sitetype,novelsite,record_origin,origin_lastupdatedate,record_publish,globalid,created_user,created_date,last_edited_user,last_edited_date,login_agency,login_email,login_owner,login_year,login_project,ceden_publish,masterid,huc,county,smcshed,comid,channel_engineering_class
1758,260,SMC_VCWPD_2021,SMC01860,NA,7/13/2021,K. Wisenbaker,Site visit,NA,Engineered,50 to 100 m,Trapezoidal,NA,Rock,Yes,NA,Rock,Yes,NA,Soft/Natural,NA,No,Absent,NR,Absent,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC,10/17/2021 13:54,TRUE,{79CA587A-D151-4913-BDDE-082ECE0B1660},checker,10/17/2021 13:54,checker,10/17/2021 13:54,ABCL,alexis@aquaticbioassay.com,VCWPD,2021,SMC,NA,SMC01860,408,Ventura,Calleguas,17564046,SB2
1760,212,SMC_SGRRMP_2020,SMC01902,NA,7/16/2020,K. Wisenbaker,Site visit,NA,Engineered,10 to 50 m,Rectangular,NA,Concrete,No,NA,Concrete,No,NA,Concrete,NA,No,Absent,NR,Absent,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC,11/18/2020 13:06,TRUE,{C6620CF2-CB53-4C17-A678-AB42B88E04CC},checker,11/18/2020 13:06,checker,11/18/2020 13:06,ABCL,alexis@aquaticbioassay.com,SGRRMP,2020,SMC,NA,SMC01902,405,Los Angeles,San Gabriel,22523247,HB
491,NA,SMC_SCDWP_2014,SMC01909,NA,7/10/2014,Damon Owen,Site visit,Review of historic data,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Absent,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{58488D05-AF23-4DA4-B1E0-B016F921E771},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC01909,903,San Diego,Northern San Diego,20341649,NAT
1761,NA,SMC_LARWMP_2012,SMC01912,NA,7/12/2012,B.Jones,Site visit,Review of historic data,Engineered,5 to 10 m,Rectangular,NA,Concrete,No,NA,Concrete,No,NA,Concrete,NA,NR,Absent,NA,Absent,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{C668F003-9F12-490C-95E1-2C9CA26FBCF6},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC01912,412,Los Angeles,Los Angeles,22515754,HB
492,NA,SMC_OCPW_2011,SMC01923,NA,7/12/2011,B.Jones,Site visit,Review of historic data,Engineered,10 to 50 m,Natural,NA,Earthen,No,NA,Earthen,No,NA,Soft/Natural,NA,"Yes, within past month",Absent,NA,Absent,NA,50m upstream & 50m downstream,Veg removal at time of sampling,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{3A7A2A5D-7EFE-4989-B3DB-64C7CAE1C75D},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC01923,801,Orange,Lower Santa Ana,20355428,SB0
1762,335,SMC_OCPW_2022,SMC01923,NA,5/10/2022,K. Wisenbaker,Site visit,NA,Engineered,10 to 50 m,Trapezoidal,NA,Earthen,Yes,NA,Earthen,Yes,NA,Soft/Natural,NA,"Yes, time uncertain",Present,1 to 5 m,Present,Within reach,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC,10/24/2022 21:12,TRUE,{FF62F5ED-98B1-4FD9-9C61-5FD77C86A214},checker,10/24/2022 21:12,checker,10/24/2022 21:12,ABCL,alexis@aquaticbioassay.com,OCPW,2022,SMC,NA,SMC01923,801,Orange,Lower Santa Ana,20355428,SB0
493,NA,SMC_OCPW_2012,SMC01934,NA,6/15/2012,B.Jones,Site visit,Review of historic data,Engineered,10 to 50 m,Trapezoidal,NA,Concrete,No,NA,Concrete,No,NA,Soft/Natural,NA,NR,Absent,NA,Present,Within 10 m downstream,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{B845A0E3-FC50-402E-95E4-FE44E383908B},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC01934,901,Orange,San Juan,20350681,SB2
1763,NA,SMC_VCWPD_2010,SMC01960,NA,6/23/2010,B.Jones,Site visit,Review of historic data,Engineered,10 to 50 m,Trapezoidal,NA,Grouted rock,No,NA,Grouted rock,No,NA,Soft/Natural,NA,NR,Absent,NA,Present,Within reach,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{D8AE2198-C917-41D8-AE73-EF346A592125},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC01960,408,Ventura,Calleguas,17564880,SB2
494,324,SMC_VCWPD_2022,SMC01960,NA,6/15/2022,S. Johnson,Site visit,NA,Engineered,10 to 50 m,Trapezoidal,NA,Rock,Yes,NA,Rock,Yes,NA,Soft/Natural,NA,No,Present,5+ m,Present,Within reach,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC,10/24/2022 9:48,TRUE,{523FC2A2-D4C6-44A7-8ADB-A4105E99133B},checker,10/24/2022 9:48,checker,10/24/2022 9:48,ABCL,alexis@aquaticbioassay.com,VCWPD,2022,SMC,NA,SMC01960,408,Ventura,Calleguas,17564880,SB2
1764,NA,SMC_SCDWP_2014,SMC01962,NA,7/17/2014,Damon Owen,Site visit,Review of historic data,Engineered,5 to 10 m,Natural,NA,Earthen,Yes,NA,Earthen,Yes,NA,Soft/Natural,NA,"Yes, not within past month",Absent,NA,Absent,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{AAD70E10-9E28-4D99-8901-51A46311D468},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC01962,909,San Diego,Southern San Diego,948070399,SB0
495,NA,SMC_LARWMP_2010,SMC01972,NA,6/7/2010,B.Jones,Site visit,Review of historic data,Engineered,10 to 50 m,Other,"half trapezoidal, half rectangular",Concrete,No,NA,Concrete,No,NA,Concrete,NA,NR,Absent,NA,Absent,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{5116481C-F292-4614-9FEC-6B35A69F7386},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC01972,412,Los Angeles,Los Angeles,22515806,HB
1765,NA,SMC_VCWPD_2011,SMC01979,NA,7/14/2011,B.Jones,Site visit,Review of historic data,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Absent,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{C30D8457-977E-4BB5-967D-1AAD4EDB03FF},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC01979,403,Ventura,Santa Clara,17572783,NAT
496,NA,SMC_SGRRMP_2013,SMC01982,NA,6/25/2013,B.Jones,Site visit,Review of historic data,Engineered,10 to 50 m,Trapezoidal,NA,Concrete,No,NA,Concrete,No,NA,Concrete,NA,NR,Present,1 to 5 m,Absent,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{FA141E4E-6825-4F73-ABF4-220808EF0752},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC01982,405,Los Angeles,San Gabriel,22524963,HB
1766,211,SMC_SGRRMP_2020,SMC01982,NA,7/23/2020,W. Willis,Site visit,NA,Engineered,10 to 50 m,Trapezoidal,NA,Concrete,No,NA,Concrete,No,NA,Concrete,NA,No,Present,5+ m,Absent,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC,11/18/2020 13:06,TRUE,{142929FE-3DE6-4FA0-BC1F-66701D75DA6A},checker,11/18/2020 13:06,checker,11/18/2020 13:06,ABCL,alexis@aquaticbioassay.com,SGRRMP,2020,SMC,NA,SMC01982,405,Los Angeles,San Gabriel,22524963,HB
497,NA,SMC_OCPW_2012,SMC01987,NA,6/15/2012,B.Jones,Site visit,Review of historic data,Engineered,10 to 50 m,Natural,NA,Earthen,Yes,NA,Earthen,Yes,NA,Soft/Natural,NA,NR,Absent,NA,Present,Within 10 m upstream,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{184CF2C7-E575-4F82-ABF8-604D089B1D9C},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC01987,901,Orange,San Juan,20350507,SB0
1767,NA,SMC_SCDWP_2014,SMC01990,NA,7/8/2014,Damon Owen,Site visit,Review of historic data,Engineered,10 to 50 m,Natural,NA,Earthen,Yes,NA,Earthen,Yes,NA,Soft/Natural,NA,No,Absent,NA,Absent,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{276007E8-4D6D-40F2-B914-5DB712DCCD45},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC01990,907,San Diego,Mission Bay and San Diego River,20331470,SB0
498,NA,SMC_SCDWP_2009,SMC02006,NA,5/26/2009,Damon Owen,Site visit,Review of historic data,Engineered,10 to 50 m,Trapezoidal,NA,Concrete,No,NA,Concrete,No,NA,Concrete,NA,No,Absent,NA,Absent,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{7E913AF5-4769-4F23-86C7-355DE6A40409},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC02006,907,San Diego,Mission Bay and San Diego River,20333004,HB
1768,NA,SMC_LARWMP_2012,SMC02028,NA,7/12/2012,B.Jones,Site visit,Review of historic data,Engineered,10 to 50 m,Rectangular,NA,Concrete,No,NA,Concrete,No,NA,Concrete,NA,NR,Absent,NA,Absent,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{EF3352D6-2C71-4DA2-92C8-9C7156376A91},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC02028,412,Los Angeles,Los Angeles,22515822,HB
1769,NA,SMC_LARWMP_2011,SMC02088,NA,6/14/2011,B.Jones,Site visit,Review of historic data,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NR,NA,NA,Absent,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{993BCA30-EB17-47C9-9048-ACC4F067ECFF},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC02088,412,Los Angeles,Los Angeles,22514456,NAT
500,11,SMC_LARWMP_2018,SMC02088,NA,6/18/2018,Karin Wisenbaker,Site visit,NA,Natural,NR,NR,NA,NR,NR,NA,NR,NR,NA,NR,NA,NR,NR,NR,Absent,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC,4/5/2019 6:24,TRUE,{BEF209EA-DAA3-4149-8366-BCFC03611B2F},checker,4/5/2019 6:24,checker,4/5/2019 6:24,ABCL,jeffb@sccwrp.org,LARWMP,2018,SMC,NA,SMC02088,412,Los Angeles,Los Angeles,22514456,NAT
1770,NA,SMC_LARWMP_2011,SMC02092,NA,6/14/2011,B.Jones,Site visit,Review of historic data,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NR,NA,NA,Absent,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{7FAEC481-034E-49AB-89F3-65E79C8280CC},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC02092,412,Los Angeles,Los Angeles,22514594,NAT
501,12,SMC_LARWMP_2018,SMC02092,NA,6/18/2018,Karin Wisenbaker,Site visit,NA,Natural,NR,NR,NA,NR,NR,NA,NR,NR,NA,NR,NA,NR,NR,NR,Absent,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC,4/5/2019 6:24,TRUE,{50B1CB39-8CDF-4874-B499-5B5590F9504E},checker,4/5/2019 6:24,checker,4/5/2019 6:24,ABCL,jeffb@sccwrp.org,LARWMP,2018,SMC,NA,SMC02092,412,Los Angeles,Los Angeles,22514594,NAT
1771,214,SMC_SGRRMP_2020,SMC02096,NA,6/24/2020,K. Wisenbaker,Site visit,NA,Natural,NR,NR,NA,NR,NR,NA,NR,NR,NA,NR,NA,NR,NR,NR,Absent,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC,11/18/2020 13:06,TRUE,{BC1B2887-6D83-4E53-BB49-95B4D699808D},checker,11/18/2020 13:06,checker,11/18/2020 13:06,ABCL,alexis@aquaticbioassay.com,SGRRMP,2020,SMC,NA,SMC02096,405,Los Angeles,San Gabriel,22523029,NAT
502,NA,SMC_VCWPD_2009,SMC02127,NA,6/4/2009,B.Jones,Site visit,Review of historic data,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Absent,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{0E926E55-AACA-4AB0-9D36-04F2D6CC0925},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC02127,402,Ventura,Ventura,17586736,NAT
1772,261,SMC_VCWPD_2021,SMC02127,NA,5/19/2021,K. Wisenbaker,Site visit,NA,Natural,NR,NR,NA,NR,NR,NA,NR,NR,NA,NR,NA,NR,NR,NR,Absent,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC,10/17/2021 13:54,TRUE,{AB884512-EE1C-4E6E-8C60-B3055FD097D8},checker,10/17/2021 13:54,checker,10/17/2021 13:54,ABCL,alexis@aquaticbioassay.com,VCWPD,2021,SMC,NA,SMC02127,402,Ventura,Ventura,17586736,NAT
503,315,SMC_VCWPD_2022,SMC02127,NA,5/25/2022,S. Johnson,Site visit,NA,Natural,NR,NR,NA,NR,NR,NA,NR,NR,NA,NR,NA,NR,NR,NR,Absent,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC,10/24/2022 9:48,TRUE,{EF4475E9-8B6B-42CD-9664-51280F5CAFD7},checker,10/24/2022 9:48,checker,10/24/2022 9:48,ABCL,alexis@aquaticbioassay.com,VCWPD,2022,SMC,NA,SMC02127,402,Ventura,Ventura,17586736,NAT
1300,NA,SMC_VCWPD_2014,402SNPMCR,NA,5/28/2014,B.Jones,Site visit,Review of historic data,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Absent,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{1283BB46-F795-4BDD-94A4-BA70B90E3B21},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,402SNPMCR,402,Ventura,Ventura,17585800,NAT
1773,NA,SMC_VCWPD_2012,SMC02139,NA,7/17/2012,B.Jones,Site visit,Review of historic data,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Absent,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{77A6732E-16DB-42FA-919C-0968A60326D4},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403S02139,403,Ventura,Santa Clara,17567345,NAT
504,NA,SMC_SCDWP_2011,SMC02145,NA,7/19/2011,Damon Owen,Site visit,Review of historic data,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Absent,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{2DFD44F3-8E36-48BF-A884-127A690F3F46},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,903S02145,903,San Diego,Northern San Diego,20341705,NAT
1774,NA,SMC_LACFCD_2010,SMC02152,NA,7/14/2010,Damon Owen,Site visit,Review of historic data,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Absent,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{754728F3-E1FD-4C44-8943-1884555DB9AD},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC02152,404,Los Angeles,Santa Monica Bay,20364957,NAT
505,NA,SMC_SGRRMP_2013,SMC02174,NA,5/29/2013,B.Jones,Site visit,Review of historic data,Engineered,< 5 m,Trapezoidal,NA,Concrete,No,NA,Concrete,No,NA,Concrete,NA,NR,Absent,NA,Absent,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{D7D5F5F2-A471-44EB-82A5-152D0C0E61C1},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC02174,405,Los Angeles,San Gabriel,22523261,HB
1775,NA,SMC_OCPW_2011,SMC02206,NA,7/19/2011,B.Jones,Site visit,Review of historic data,Engineered,5 to 10 m,Trapezoidal,NA,Rock,No,NA,Rock,No,NA,Soft/Natural,NA,NR,Absent,NA,Absent,NA,NA,short reach- between two culverts,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{2C7DCC78-9B84-4F54-9DB1-3C766B7FF1CD},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC02206,801,Orange,Lower Santa Ana,22527369,SB2
506,NA,SMC_SGRRMP_2013,SMC02208,NA,5/29/2013,B.Jones,Site visit,Review of historic data,Engineered,< 5 m,Trapezoidal,NA,Concrete,No,NA,Concrete,No,NA,Concrete,NA,NR,Absent,NA,Present,Within 10 m downstream,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{D14A5652-22E5-4C3D-9E35-63814BD6D688},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC02208,405,Los Angeles,San Gabriel,22523161,HB
1776,209,SMC_SGRRMP_2020,SMC02208,NA,7/23/2020,W. Willis,Site visit,NA,Engineered,< 5 m,V-ditch,NA,Earthen,Yes,NA,Earthen,Yes,NA,Concrete,NA,No,Present,<1 m,Present,Within 10 m downstream,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC,11/18/2020 13:06,TRUE,{66D34667-EA15-4EA0-A317-80C673FD0F6B},checker,11/18/2020 13:06,checker,11/18/2020 13:06,ABCL,alexis@aquaticbioassay.com,SGRRMP,2020,SMC,NA,SMC02208,405,Los Angeles,San Gabriel,22523161,HB
1675,NA,SMC_LARWMP_2009,SMC00476,NA,6/8/2009,B.Jones,Site visit,Review of historic data,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NR,NA,NA,Absent,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{8F53756A-A585-4BF7-A06A-BFB32D2C4776},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC00476,412,Los Angeles,Los Angeles,22515784,NAT
507,NA,SMC_LARWMP_2009,SMC02228,NA,6/23/2009,B.Jones,Site visit,Review of historic data,Engineered,10 to 50 m,Trapezoidal,NA,Concrete,No,NA,Concrete,No,NA,Concrete,NA,NR,Present,1 to 5 m,Absent,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{84D86238-C921-4546-A49B-40374DEF5F38},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC02228,412,Los Angeles,Los Angeles,22515036,HB
1777,NA,SMC_LARWMP_2013,SMC02232,NA,6/3/2013,B.Jones,Site visit,Review of historic data,Engineered,5 to 10 m,Rectangular,NA,Concrete,No,NA,Concrete,No,NA,Concrete,NA,NR,Absent,NA,Absent,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{22EA784D-8363-4C9D-AB8E-3AAB1756D564},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC02232,412,Los Angeles,Los Angeles,22514716,HB
508,NA,SMC_OCPW_2010,SMC02270,NA,6/30/2010,B.Jones,Site visit,Review of historic data,Engineered,< 5 m,Trapezoidal,NA,Concrete,No,NA,Concrete,No,NA,Concrete,NA,NR,Absent,NA,Absent,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{69A0B90D-BFC1-49F8-9956-4BC2E301C9E9},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC02270,801,Orange,Lower Santa Ana,948070536,HB
1778,NA,SMC_SGRRMP_2013,SMC02284,NA,5/29/2013,B.Jones,Site visit,Review of historic data,Engineered,10 to 50 m,Rectangular,NA,Concrete,No,NA,Concrete,No,NA,Concrete,NA,NR,Absent,NA,Absent,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{FF28389C-0921-45BA-8569-AB25CA7879DA},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC02284,405,Los Angeles,San Gabriel,22523205,HB
509,NA,SMC_OCPW_2013,SMC02302,NA,7/15/2013,B.Jones,Site visit,Review of historic data,Engineered,< 5 m,Trapezoidal,NA,Concrete,No,NA,Concrete,No,NA,Concrete,NA,NR,Absent,NA,Absent,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{52A0B34F-A89F-4A57-9393-1105F80D28B0},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC02302,845,Orange,San Gabriel,22524989,HB
1779,241,SMC_OCPW_2021,SMC02302,NA,5/17/2021,K. Wisenbaker,Site visit,NA,Engineered,5 to 10 m,Trapezoidal,NA,Concrete,No,NA,Concrete,No,NA,Concrete,NA,No,Absent,NR,Absent,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC,10/16/2021 13:35,TRUE,{AB3E0147-41A8-4F32-924B-53D06B7E40D6},checker,10/16/2021 13:35,checker,10/16/2021 13:35,ABCL,alexis@aquaticbioassay.com,OCPW,2021,SMC,NA,SMC02302,845,Orange,San Gabriel,22524989,HB
510,NA,SMC_SGRRMP_2014,SMC02366,NA,6/23/2014,B.Jones,Site visit,Review of historic data,Engineered,5 to 10 m,Rectangular,NA,Concrete,No,NA,Concrete,No,NA,Concrete,NA,NR,Absent,NA,Absent,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{1C7EA776-130B-46A3-8FE6-72120271C70B},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC02366,405,Los Angeles,San Gabriel,22524979,HB
1780,NA,SMC_SCDWP_2011,SMC02417,NA,7/20/2011,Damon Owen,Site visit,Review of historic data,Engineered,5 to 10 m,Trapezoidal,NA,Concrete,No,NA,Concrete,No,NA,Concrete,NA,No,Absent,NA,Absent,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{D1BE905B-65CE-4EBE-8F4F-B81D76986763},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC02417,904,San Diego,Central San Diego,20342575,HB
511,NA,SMC_VCWPD_2009,SMC02436,NA,5/28/2009,B.Jones,Site visit,Review of historic data,Engineered,100+ m,Trapezoidal,NA,Rock,No,NA,Earthen,Yes,NA,Soft/Natural,NA,NR,Absent,NA,Absent,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{C225C0A8-DBD2-445E-AB9E-FA31569F9C0A},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC02436,408,Ventura,Calleguas,17563958,NAT
1781,262,SMC_VCWPD_2021,SMC02436,NA,6/2/2021,K. Wisenbaker,Site visit,NA,Natural,NR,NR,NA,NR,NR,NA,NR,NR,NA,NR,NA,NR,NR,NR,Absent,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC,10/17/2021 13:54,TRUE,{9AEF526C-402C-4F3E-8A86-6BD79181383C},checker,10/17/2021 13:54,checker,10/17/2021 13:54,ABCL,alexis@aquaticbioassay.com,VCWPD,2021,SMC,NA,SMC02436,408,Ventura,Calleguas,17563958,NAT
512,NA,SMC_VCWPD_2011,SMC02452,NA,6/30/2011,B.Jones,Site visit,Review of historic data,Engineered,10 to 50 m,Trapezoidal,NA,Grouted rock,No,NA,Earthen,Yes,Rock last 30m of 250m reach,Soft/Natural,NA,NR,Absent,NA,Present,Within reach,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{437E360C-9E6B-4203-8691-395380978BD0},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC02452,408,Ventura,Calleguas,17563908,SB1
513,NA,SMC_SCDWP_2010,SMC02457,NA,5/31/2010,Damon Owen,Site visit,Review of historic data,Natural,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Absent,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{81FBA7AC-ADE5-4A26-B8A2-F97688E42E08},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC02457,903,San Diego,Northern San Diego,20342507,NAT
1783,NA,SMC_LARWMP_2013,SMC02484,NA,6/5/2013,B.Jones,Site visit,Review of historic data,Engineered,5 to 10 m,Rectangular,NA,Concrete,No,NA,Concrete,No,NA,Concrete,NA,NR,Absent,NA,Absent,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{4BF9D6E8-E72C-427D-AF4E-F084EB8901B3},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC02484,412,Los Angeles,Los Angeles,22514964,HB
514,NA,SMC_LARWMP_2013,SMC02488,NA,6/3/2013,B.Jones,Site visit,Review of historic data,Engineered,< 5 m,Rectangular,NA,Concrete,No,NA,Concrete,No,NA,Concrete,NA,NR,Absent,NA,Absent,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{D19D49B5-1EFA-41E9-B91B-901119D26164},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC02488,412,Los Angeles,Los Angeles,22515788,HB
1784,NA,SMC_OCPW_2014,SMC02494,SGLR,5/22/2014,B.Jones,Site visit,Review of historic data,Engineered,< 5 m,Trapezoidal,NA,Rock,No,NA,Rock,No,NA,Soft/Natural,NA,NR,Absent,NA,Absent,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{EEA19BE7-E8D5-4131-AE87-C06824DA9CB2},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC02494,845,Orange,San Gabriel,22525729,SB2
515,244,SMC_OCPW_2021,SMC02494,NA,5/13/2021,W. Willis,Site visit,NA,Engineered,10 to 50 m,Trapezoidal,NA,Rock,Yes,NA,Rock,Yes,NA,Soft/Natural,NA,No,Absent,NR,Absent,NR,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC,10/16/2021 13:35,TRUE,{B751FA3E-05BA-4C67-BA65-092A8C3A46F0},checker,10/16/2021 13:35,checker,10/16/2021 13:35,ABCL,alexis@aquaticbioassay.com,OCPW,2021,SMC,NA,SMC02494,845,Orange,San Gabriel,22525729,SB2
1785,NA,SMC_VCWPD_2011,SMC02536,NA,6/29/2011,B.Jones,Site visit,Review of historic data,Engineered,5 to 10 m,Rectangular,NA,Concrete,No,NA,Concrete,No,NA,Concrete,NA,NR,Absent,NA,Absent,NA,NA,NA,NA,NA,NA,NA,NA,exists,FALSE,SMC,1/23/2019,TRUE,{55AFBDF3-FF97-44EE-B5B2-6C12EDBB7D06},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SMC02536,408,Ventura,Calleguas,17563948,HB
