"","masterid","latitude","longitude","huc","county","smcshed","csci","sampledate","sampleyear","fieldreplicate","CSCI.Score","Modified.Class","CSCI.Threshold","CSCI.Level","Spring recession magnitude","Spring recession magnitude Stress Level","Dry-season median baseflow","Dry-season median baseflow Stress Level","Fall pulse magnitude","Fall pulse magnitude Stress Level","Wet-season low baseflow","Wet-season low baseflow Stress Level","Wet-season median baseflow","Wet-season median baseflow Stress Level","Magnitude of largest annual storm","Magnitude of largest annual storm Stress Level","2-year flood magnitude","2-year flood magnitude Stress Level","5-year flood magnitude","5-year flood magnitude Stress Level","10-year flood magnitude","10-year flood magnitude Stress Level"
"288","801STC071",33.75347,-117.67887,801,"Orange","Lower Santa Ana",0.25047382,2008-06-05,2008,2,0.67051649,"Natural",0.79,"Unhealthy Biology",145.933852480853,"Likely Stressed",0.964165584415586,"Unlikely Stressed",23.4307590258141,"Likely Stressed",1.13004996669997,"Unlikely Stressed",4.87345321345321,"Likely Stressed",-5.95108462754725,"Likely Stressed",-246.606396603396,"Likely Stressed",-19.8668860805862,"Likely Stressed",130.334547485848,"Likely Stressed"
"289","802SWC020",33.76698,-116.6902,802,"Riverside","San Jacinto",0.98514545,2012-07-16,2012,1,0.98514545,"Natural",0.79,"Healthy Biology",135.750253579754,"Likely Stressed",0.37677331002331,"Unlikely Stressed",16.1264664707308,"Unlikely Stressed",0.927404778554779,"Unlikely Stressed",-13.4052844655345,"Likely Stressed",-30.6211075426912,"Likely Stressed",-5.80301931401934,"Likely Stressed",-43.0164194139193,"Likely Stressed",-26.037682217782,"Likely Stressed"
"290","907SDR1xx",32.76497,-117.19136,907,"San Diego","Mission Bay and San Diego River",0.56211517,1999-05-16,1999,1,0.57828619,"Natural",0.79,"Unhealthy Biology",10.0439558774559,"Likely Stressed",0.375597485847486,"Unlikely Stressed",1.54251369889122,"Unlikely Stressed",1.70013907758908,"Likely Stressed",-7.43286721611724,"Likely Stressed",-1285.9173300407,"Likely Stressed",-367.363979853479,"Likely Stressed",-2658.48850566101,"Likely Stressed",-2548.2416985015,"Likely Stressed"
"291","405BH3Axx",34.22984,-117.7719,405,"Los Angeles","San Gabriel",1.06619883,2010-06-17,2010,1,1.06619883,"Natural",0.79,"Healthy Biology",19.6823538128538,"Likely Stressed",-4.94301723276723,"Unlikely Stressed",10.6978833287193,"Unlikely Stressed",-8.89001683316684,"Likely Stressed",-34.2416755744256,"Likely Stressed",-75.4900161117487,"Likely Stressed",-205.869539294039,"Likely Stressed",-196.367404262404,"Likely Stressed",-760.401035664336,"Likely Stressed"
"292","901ATCAAS",33.68264,-117.50159,901,"Orange","San Juan",0.9538041,2021-04-08,2021,1,0.9538041,"Natural",0.79,"Healthy Biology",121.402536463536,"Likely Stressed",1.57445396270396,"Unlikely Stressed",16.6367861469793,"Unlikely Stressed",1.41116188811189,"Unlikely Stressed",7.01094988344988,"Likely Stressed",-10.5501050059911,"Likely Stressed",-42.1822910422911,"Likely Stressed",84.2718264069264,"Unlikely Stressed",229.865099333999,"Likely Stressed"
"293","801ETC226",34.19146,-117.27421,801,"San Bernardino","Upper Santa Ana",1.21333757,2014-06-10,2014,1,1.21333757,"Natural",0.79,"Healthy Biology",30.7422062937063,"Likely Stressed",0.373240342990342,"Unlikely Stressed",11.8136676650264,"Unlikely Stressed",0.623862987012988,"Unlikely Stressed",1.05864377289377,"Likely Stressed",-10.9743216923254,"Likely Stressed",0.00305161505160301,"Likely Stressed",33.3690250416251,"Unlikely Stressed",-31.5361527472526,"Likely Stressed"
"294","SMC35837",33.7364,-116.8261,802,"Riverside","San Jacinto",0.90046808,2021-04-08,2021,1,0.90046808,"Natural",0.79,"Healthy Biology",-7.89418997668998,"Likely Stressed",-2.8034234931735,"Unlikely Stressed",1.83654871843744,"Unlikely Stressed",-2.21272236097236,"Likely Stressed",-4.21774042624042,"Likely Stressed",-122.245569934417,"Likely Stressed",-66.9771741591742,"Likely Stressed",-64.5101744921746,"Likely Stressed",359.464258841159,"Likely Stressed"
"295","402MJCMHS",34.5028,-119.3573,402,"Ventura","Ventura",1.06594289,2014-04-22,2014,1,1.06594289,"Natural",0.79,"Healthy Biology",143.649482184482,"Likely Stressed",1.26742932067932,"Unlikely Stressed",31.847770232065,"Likely Stressed",5.76621048951049,"Likely Stressed",3.00448776223776,"Likely Stressed",-10.0467327170367,"Likely Stressed",-78.1159640359639,"Likely Stressed",130.278863569764,"Unlikely Stressed",251.642449217449,"Likely Stressed"
"296","402WE0803",34.42131,-119.3806,402,"Ventura","Ventura",0.92492256,2001-06-12,2001,1,1.01464196,"Natural",0.79,"Healthy Biology",154.089371794872,"Likely Stressed",2.04173626373626,"Likely Stressed",35.1817088926319,"Likely Stressed",1.2840225940726,"Unlikely Stressed",12.2043881118881,"Likely Stressed",-21.9416301137292,"Likely Stressed",81.7825362970362,"Likely Stressed",153.104837129537,"Unlikely Stressed",28.5268871128872,"Unlikely Stressed"
"297","403WE0891",34.65926,-119.14255,403,"Ventura","Santa Clara",1.02001192,2001-06-14,2001,1,1.07390852,"Natural",0.79,"Healthy Biology",187.790443722944,"Likely Stressed",1.17732833832834,"Unlikely Stressed",26.8612269856347,"Likely Stressed",5.92747324342324,"Likely Stressed",19.0295076590076,"Likely Stressed",-34.6865960913811,"Likely Stressed",-51.0380213120213,"Likely Stressed",41.0982454212454,"Unlikely Stressed",43.8282533799534,"Unlikely Stressed"
"298","907M23349",32.82495,-117.09258,907,"San Diego","Mission Bay and San Diego River",0.34551361,2018-05-29,2018,1,0.35105982,"Natural",0.79,"Unhealthy Biology",313.07961005661,"Likely Stressed",4.10389585414586,"Likely Stressed",83.01638189926,"Likely Stressed",16.2501131202131,"Likely Stressed",51.149355894106,"Likely Stressed",694.353476306337,"Unlikely Stressed",2333.94441508491,"Very Likely Stressed",4270.23898058609,"Likely Stressed",6702.4231202797,"Likely Stressed"
"299","801WE1008",34.18128,-116.91197,801,"San Bernardino","Upper Santa Ana",0.96482749,2021-04-20,2021,1,0.96482749,"Natural",0.79,"Healthy Biology",-97.8582345987347,"Likely Stressed",-1.60154853479853,"Unlikely Stressed",44.8197003206986,"Likely Stressed",-4.66086087246087,"Likely Stressed",-49.731774059274,"Likely Stressed",-75.2925338105444,"Likely Stressed",-9.89190426240428,"Likely Stressed",-149.577475976404,"Likely Stressed",-614.874112221112,"Likely Stressed"
"300","801SAN068",34.2575,-117.64123,801,"San Bernardino","Middle Santa Ana",0.38346598,2008-06-10,2008,1,0.81384627,"Natural",0.79,"Healthy Biology",1013.29296586747,"Likely Stressed",-9.70544180819181,"Unlikely Stressed",63.5346256880371,"Likely Stressed",8.51010607725608,"Likely Stressed",76.81200008325,"Likely Stressed",435.704838015071,"Unlikely Stressed",1912.65127522477,"Likely Stressed",5693.41909433897,"Likely Stressed",5068.09225794206,"Likely Stressed"
"301","801STC071",33.75347,-117.67887,801,"Orange","Lower Santa Ana",0.3098771,2008-06-05,2008,1,0.67051649,"Natural",0.79,"Unhealthy Biology",145.933852480853,"Likely Stressed",0.964165584415586,"Unlikely Stressed",23.4307590258141,"Likely Stressed",1.13004996669997,"Unlikely Stressed",4.87345321345321,"Likely Stressed",-5.95108462754725,"Likely Stressed",-246.606396603396,"Likely Stressed",-19.8668860805862,"Likely Stressed",130.334547485848,"Likely Stressed"
"302","905DGUT1x",33.17601,-116.85052,905,"San Diego","Central San Diego",1.1860869,2010-07-13,2010,1,1.20601175,"Natural",0.79,"Healthy Biology",34.3510737595738,"Likely Stressed",0.355935314685315,"Unlikely Stressed",10.3786556231549,"Unlikely Stressed",-0.221889327339327,"Unlikely Stressed",0.452172161172162,"Likely Stressed",-26.1719500780975,"Likely Stressed",-56.9397254412255,"Likely Stressed",-6.09072011322018,"Likely Stressed",-139.662683982684,"Likely Stressed"
"303","801S19486",33.67625,-117.82699,801,"Orange","Lower Santa Ana",0.44006351,2022-05-09,2022,1,0.44006351,"Soft Bottom (2)",0.79,"Unhealthy Biology",297.658496836497,"Likely Stressed",15.2521451881452,"Likely Stressed",136.533413559225,"Likely Stressed",11.0045708957709,"Likely Stressed",11.4881852314352,"Likely Stressed",67.0321458318212,"Unlikely Stressed",30.9366295371295,"Likely Stressed",-190.065602397603,"Likely Stressed",-813.789079087579,"Likely Stressed"
"304","403R4S117",34.58739,-118.45116,403,"Los Angeles","Santa Clara",0.67490588,2016-05-03,2016,1,0.67490588,"Natural",0.79,"Unhealthy Biology",70.2474965034964,"Likely Stressed",0.102716117216117,"Unlikely Stressed",23.4079673682851,"Likely Stressed",2.08673526473526,"Likely Stressed",3.23365301365301,"Likely Stressed",-38.8640569653445,"Likely Stressed",37.9836941391942,"Likely Stressed",175.40427985348,"Unlikely Stressed",173.583203196803,"Likely Stressed"
"305","403S06139",34.55464,-119.2405,403,"Ventura","Santa Clara",0.51029031,2012-06-27,2012,1,0.51029031,"Natural",0.79,"Unhealthy Biology",146.680322011322,"Likely Stressed",0.456932817182816,"Unlikely Stressed",15.9277829672992,"Unlikely Stressed",4.05339378954379,"Likely Stressed",7.14243839493841,"Likely Stressed",-10.1482710874721,"Likely Stressed",-46.4349721944722,"Likely Stressed",11.6522747585748,"Unlikely Stressed",63.740700965701,"Likely Stressed"
"306","404R4S009",34.17601,-118.76169,404,"Ventura","Santa Monica Bay",0.57638369,2015-04-30,2015,1,0.57638369,"Natural",0.79,"Unhealthy Biology",863.581061105562,"Likely Stressed",-12.2561104728605,"Likely Stressed",129.583211663408,"Likely Stressed",23.6637411588411,"Likely Stressed",62.5481487678987,"Likely Stressed",467.566392482427,"Unlikely Stressed",733.92212037962,"Likely Stressed",2319.95130969031,"Likely Stressed",4696.27848341657,"Likely Stressed"
"307","408CAL013",34.27133,-118.74003,408,"Ventura","Calleguas",0.53895274,2001-10-30,2001,1,0.53895274,"Hard Bottom",0.79,"Unhealthy Biology",198.886442057942,"Likely Stressed",4.7196108058608,"Likely Stressed",28.6804164009224,"Likely Stressed",2.3796715855573,"Likely Stressed",11.6989975857476,"Likely Stressed",-26.3331222511474,"Likely Stressed",-35.6943488178488,"Likely Stressed",-78.2476626040626,"Likely Stressed",-217.065645687646,"Likely Stressed"
"308","801EBC686",34.16918,-116.89195,801,"San Bernardino","Upper Santa Ana",1.13654577,2014-06-19,2014,2,1.1396928,"Natural",0.79,"Healthy Biology",-28.8998864468865,"Likely Stressed",-28.2177174492174,"Very Likely Stressed",61.4684105293002,"Likely Stressed",6.70980114885117,"Likely Stressed",-25.9051928071928,"Likely Stressed",116.324825145279,"Unlikely Stressed",727.098961871461,"Likely Stressed",1690.54091406689,"Likely Stressed",2913.83335201465,"Likely Stressed"
"309","911NCPCR2",32.86391,-116.50865,911,"San Diego","Southern San Diego",0.9044705,2010-06-14,2010,1,1.16223701,"Natural",0.79,"Healthy Biology",140.045469530469,"Likely Stressed",0.675540709290709,"Unlikely Stressed",13.7219924166065,"Unlikely Stressed",2.49084010989011,"Likely Stressed",10.0209420579421,"Likely Stressed",-19.0965329145282,"Likely Stressed",-5.61314302364307,"Likely Stressed",-17.5606904761905,"Likely Stressed",0.737430769230859,"Unlikely Stressed"
"310","911NCPCR2",32.86391,-116.50865,911,"San Diego","Southern San Diego",1.02067937,2010-06-30,2010,1,1.16223701,"Natural",0.79,"Healthy Biology",140.045469530469,"Likely Stressed",0.675540709290709,"Unlikely Stressed",13.7219924166065,"Unlikely Stressed",2.49084010989011,"Likely Stressed",10.0209420579421,"Likely Stressed",-19.0965329145282,"Likely Stressed",-5.61314302364307,"Likely Stressed",-17.5606904761905,"Likely Stressed",0.737430769230859,"Unlikely Stressed"
"311","911TJKTC5",32.75288,-116.45197,911,"San Diego","Southern San Diego",1.10395613,2008-05-07,2008,1,1.10395613,"Natural",0.79,"Healthy Biology",113.590103230103,"Likely Stressed",0.910905511155511,"Unlikely Stressed",16.6048771407044,"Unlikely Stressed",1.61629112554112,"Likely Stressed",10.1949912587413,"Likely Stressed",-18.0640428137293,"Likely Stressed",-34.17910989011,"Likely Stressed",-57.2104842823843,"Likely Stressed",5.46780196470209,"Unlikely Stressed"
"312","911TJKTC5",32.75288,-116.45197,911,"San Diego","Southern San Diego",1.07116226,2008-05-07,2008,2,1.10395613,"Natural",0.79,"Healthy Biology",113.590103230103,"Likely Stressed",0.910905511155511,"Unlikely Stressed",16.6048771407044,"Unlikely Stressed",1.61629112554112,"Likely Stressed",10.1949912587413,"Likely Stressed",-18.0640428137293,"Likely Stressed",-34.17910989011,"Likely Stressed",-57.2104842823843,"Likely Stressed",5.46780196470209,"Unlikely Stressed"
"313","SMC04524",34.24761,-118.03367,405,"Los Angeles","San Gabriel",1.217132,2017-06-15,2017,1,1.217132,"Natural",0.79,"Healthy Biology",146.706462037962,"Likely Stressed",0.674292374292374,"Unlikely Stressed",23.6697438502393,"Likely Stressed",-0.685167199467197,"Likely Stressed",6.06012970362971,"Likely Stressed",-17.4664645054093,"Likely Stressed",-4.91567432567434,"Likely Stressed",96.4209429570429,"Unlikely Stressed",57.1578919794493,"Likely Stressed"
"314","403CE0156",34.37746,-119.05968,403,"Ventura","Santa Clara",1.0017414,2016-05-24,2016,1,1.0017414,"Natural",0.79,"Healthy Biology",37.0661891441891,"Likely Stressed",1.87352355977356,"Unlikely Stressed",10.497255227208,"Unlikely Stressed",-0.400752430902431,"Unlikely Stressed",4.30234515484514,"Likely Stressed",35.3944484028307,"Unlikely Stressed",-104.461291375291,"Likely Stressed",225.11602024642,"Unlikely Stressed",255.544192374293,"Likely Stressed"
"315","403SPCNWS",34.5778,-119.2579,403,"Ventura","Santa Clara",1.10503938,2014-04-22,2014,1,1.10503938,"Natural",0.79,"Healthy Biology",145.647617549117,"Likely Stressed",0.291144272394275,"Unlikely Stressed",11.9470920124989,"Unlikely Stressed",3.78922842157841,"Likely Stressed",7.56377705627704,"Likely Stressed",-3.57447451472525,"Likely Stressed",-40.4951433566434,"Likely Stressed",4.86722314352316,"Unlikely Stressed",66.7811225441226,"Likely Stressed"
"316","412LAR013",34.29719,-118.24705,412,"Los Angeles","Los Angeles",0.6376696,2005-06-21,2005,1,0.6376696,"Natural",0.79,"Unhealthy Biology",51.0800018315018,"Likely Stressed",-0.790368714618715,"Unlikely Stressed",2.97664287391353,"Unlikely Stressed",-2.67907447552448,"Likely Stressed",-0.477483183483181,"Likely Stressed",-97.1172213273382,"Likely Stressed",-57.3207066267066,"Likely Stressed",-68.7315616716617,"Likely Stressed",-165.091487812188,"Likely Stressed"
"317","801M15530",34.07865,-117.06717,801,"San Bernardino","Upper Santa Ana",0.75069022,2019-06-17,2019,1,0.75069022,"Natural",0.79,"Unhealthy Biology",-29.6610206460206,"Likely Stressed",2.25546595071595,"Likely Stressed",26.1943568495352,"Likely Stressed",-7.03446898101898,"Likely Stressed",-21.8931680819181,"Likely Stressed",-90.6362611374179,"Likely Stressed",-19.515504995005,"Likely Stressed",-142.952953180153,"Likely Stressed",-624.890181732552,"Likely Stressed"
"318","902SSMR05",33.41434,-117.24151,902,"San Diego","Northern San Diego",0.87841844,2001-05-22,2001,1,0.87841844,"Natural",0.79,"Healthy Biology",184.351560772561,"Likely Stressed",2.9672296037296,"Likely Stressed",-22.6751398273933,"Unlikely Stressed",-0.206810506160507,"Unlikely Stressed",-4.01796120546121,"Likely Stressed",-3010.65652068548,"Likely Stressed",-1177.35938611389,"Likely Stressed",-4753.37487695639,"Likely Stressed",-5298.13822627372,"Likely Stressed"
"319","901BCCSRT",33.56422,-117.56369,901,"Orange","San Juan",0.67092283,2001-05-16,2001,1,0.67092283,"Natural",0.79,"Unhealthy Biology",104.187989510489,"Likely Stressed",0.536820013320012,"Unlikely Stressed",8.23987894904243,"Unlikely Stressed",0.788789144189143,"Unlikely Stressed",7.40302913752913,"Likely Stressed",-5.6259729812176,"Likely Stressed",-21.2508213453213,"Likely Stressed",98.5985189810191,"Unlikely Stressed",472.536384815186,"Likely Stressed"
"320","901NP9LCC",33.62752,-117.42857,901,"Riverside","San Juan",0.89145862,2017-05-10,2017,1,0.89145862,"Natural",0.79,"Healthy Biology",98.5641838161837,"Likely Stressed",1.62649084249084,"Unlikely Stressed",17.5017440252558,"Unlikely Stressed",2.21673731268731,"Likely Stressed",6.27711704961705,"Likely Stressed",-0.666063193414445,"Likely Stressed",-5.6641914751915,"Likely Stressed",23.8609615384614,"Unlikely Stressed",400.206095238096,"Likely Stressed"
"321","901SJMS1x",33.58122,-117.52458,901,"Orange","San Juan",0.69189259,2008-06-25,2008,1,1.06150813,"Natural",0.79,"Healthy Biology",94.1407282717283,"Likely Stressed",0.267591658341659,"Unlikely Stressed",15.7545563400835,"Unlikely Stressed",1.36805051615052,"Unlikely Stressed",4.39396453546454,"Likely Stressed",-0.82326319585027,"Likely Stressed",1.63329520479518,"Likely Stressed",89.2214891441891,"Unlikely Stressed",441.536939860141,"Likely Stressed"
"322","903SLWVR1",33.29391,-117.08732,903,"San Diego","Northern San Diego",1.05026822,2007-06-04,2007,1,1.05026822,"Natural",0.79,"Healthy Biology",100.388672161172,"Likely Stressed",1.60885298035298,"Unlikely Stressed",-7.98120859666042,"Unlikely Stressed",1.79950392940393,"Likely Stressed",6.28431626706626,"Likely Stressed",-61.2921189923341,"Likely Stressed",-174.591982184482,"Likely Stressed",-5.83303929403936,"Likely Stressed",-33.3067625707626,"Likely Stressed"
"323","904CBESC5",33.08559,-117.15037,904,"San Diego","Central San Diego",0.59112151,2009-04-23,2009,1,0.59112151,"Natural",0.79,"Unhealthy Biology",54.5297057942058,"Likely Stressed",0.280928821178821,"Unlikely Stressed",3.09101466775113,"Unlikely Stressed",0.0247075424575426,"Unlikely Stressed",0.91160939060939,"Likely Stressed",-22.2318016849636,"Likely Stressed",-125.904326506827,"Likely Stressed",-10.4729952380953,"Likely Stressed",-36.1734025974026,"Likely Stressed"
"324","907SDRS2x",32.77222,-117.14194,907,"San Diego","Mission Bay and San Diego River",0.59983268,1997-10-25,1997,1,0.76250787,"Soft Bottom (0)",0.79,"Unhealthy Biology",10.0439558774559,"Likely Stressed",0.375597485847486,"Unlikely Stressed",1.54251369889122,"Unlikely Stressed",1.70013907758908,"Likely Stressed",-7.43286721611724,"Likely Stressed",-1285.9173300407,"Likely Stressed",-367.363979853479,"Likely Stressed",-2658.48850566101,"Likely Stressed",-2548.2416985015,"Likely Stressed"
"325","403STC024",34.45056,-119.05583,403,"Ventura","Santa Clara",0.95187615,2003-02-06,2003,1,0.95187615,"Natural",0.79,"Healthy Biology",147.151524642025,"Likely Stressed",10.4159166666667,"Likely Stressed",26.0488666986327,"Likely Stressed",3.33305218115218,"Likely Stressed",15.7425007492507,"Likely Stressed",-26.7048411970886,"Likely Stressed",-88.187891108891,"Likely Stressed",63.6326124875125,"Unlikely Stressed",365.869126606727,"Likely Stressed"
"326","403STC071",34.68278,-118.84361,403,"Ventura","Santa Clara",0.74658296,2003-02-07,2003,1,0.74658296,"Natural",0.79,"Unhealthy Biology",154.176047952048,"Likely Stressed",0.846778638028638,"Unlikely Stressed",4.75974375233137,"Unlikely Stressed",2.55891193806193,"Likely Stressed",8.48065925740926,"Likely Stressed",-508.397857203609,"Likely Stressed",-269.825906498264,"Likely Stressed",214.285951881453,"Unlikely Stressed",1366.26830932401,"Likely Stressed"
"327","404S44642",34.16873,-118.70306,404,"Ventura","Santa Monica Bay",0.59724902,2013-06-04,2013,1,0.59724902,"Natural",0.79,"Unhealthy Biology",293.694909423909,"Likely Stressed",0.669768648018649,"Unlikely Stressed",27.8745270018264,"Likely Stressed",1.69420118215118,"Likely Stressed",14.4123246753247,"Likely Stressed",12.7412024313441,"Unlikely Stressed",-0.805670995670993,"Likely Stressed",56.4263424575424,"Unlikely Stressed",133.813598534799,"Likely Stressed"
